W_x_error,W_y_error,W_z_error,V_x_error,V_y_error,V_z_error
0.0,0.0,0.7572095580092123,-0.2958221522154109,-0.8527891143026756,0.0
0.0,0.0,0.7131495505411922,-0.29978137360629015,-0.8206095365298243,0.0
0.0,0.0,0.8131492879271316,-0.3157741177915186,-0.9248174860069737,0.0
0.0,0.0,0.7672606071332689,-0.32054551056532044,-0.8904831484554665,0.0
0.0,0.0,0.8672598544936672,-0.3350755502597325,-0.9958394502468081,0.0
0.0,0.0,0.8195798127601485,-0.34069668167513095,-0.9593319048843173,0.0
0.0,0.0,0.9195799743775165,-0.35381018227367617,-1.0658239123999418,0.0
0.0,0.0,0.8702000131814768,-0.36030431765929355,-1.0271647905914032,0.0
0.0,0.0,0.9702001001581269,-0.37204979011463457,-1.1347784625318917,0.0
0.0,0.0,0.9191098561891387,-0.3794473110978164,-1.093918685792457,0.0
0.0,0.0,1.0191101855583773,-0.3898694088476896,-1.2026385122878487,0.0
0.0,0.0,0.9664504689939436,-0.39817732549373386,-1.1596464510197657,0.0
0.0,0.0,1.066450682727072,-0.40732109320634813,-1.269455974600996,0.0
0.0,0.0,1.0123192702086792,-0.4165359143432208,-1.2243658035826837,0.0
0.0,0.0,1.1123202891036315,-0.42443972326043056,-1.3352522330963363,0.0
0.0,0.0,1.0568295363991156,-0.43455051281277957,-1.28810936473916,0.0
0.0,0.0,1.1568303917024207,-0.4412535288047501,-1.4000585757072175,0.0
0.0,0.0,1.1000803510740629,-0.4522476699323789,-1.3509122155290683,0.0
